title,authors,pub_year,journal,citations,Genus,Species
Expression of a plant expansin is involved in the establishment of root knot nematode parasitism in tomato,"Gal, Tali Z.; Aussenberg, Elitsur R.; Burdman, Saul; Kapulnik, Yoram; Koltai, Hinanit",2006,Planta,62,meloidogyne,javanica
Changes in cell structure in roots of resistant potatoes parasitized by potato cyst-nematodes. I. Potatoes with resistance gene H1 derived from Solanum tuberosum ssp. andigena,"Rice, Susan L.; Leadbeater, B.S.C.; Stone, A.R.",1985,Physiological and Molecular Plant Pathology,62,globodera,rostochiensis
Lipoxygenases regulate plant responses to nematode,"Ozalvo, Rachel; Cabrera, Javier; Escobar, Carolina; Christensen, Shawn A.; Borrego, Eli J.; Kolomiets, Michael V.; Castresana, Carmen; Iberkleid, Ionit; Horowitz, Sigal Brown",2014,Molecular Plant Pathology,62,heterodera,schachtii
Control of the rootknot nematode meloidogyne javanica by Bacillus cereus,"Oka, Yuji; Chet, Ilan; Spiegel, Yitzhak",1993,Biocontrol Science and Technology,62,meloidogyne,javanica
Perception of the impact of root-knot nematode-induced diseases in horticultural protected crops of south-eastern Spain,"Talavera, Miguel; Sayadi, Samir; Chirosa-RÃÂ­os, Manuel; SalmerÃÂ³n, Tomas; Flor-PeregrÃÂ­n, Elena; Verdejo-Lucas, Soledad",2012,Nematology,62,meloidogyne,javanica
"Effects of graphene oxide and zinc oxide nanoparticles on growth, chlorophyll, carotenoids, proline contents and diseases of carrot","Siddiqui, Zaki A.; Parveen, Aiman; Ahmad, Lukman; Hashem, Abeer",2019,Scientia Horticulturae,62,meloidogyne,javanica
Control of the rootknot nematode meloidogyne javanica by Bacillus cereus,"Oka, Yuji; Chet, Ilan; Spiegel, Yitzhak",1993,Biocontrol Science and Technology,62,meloidogyne,javanica
Lipoxygenases regulate plant responses to nematode,"Ozalvo, Rachel; Cabrera, Javier; Escobar, Carolina; Christensen, Shawn A.; Borrego, Eli J.; Kolomiets, Michael V.; Castresana, Carmen; Iberkleid, Ionit; Horowitz, Sigal Brown",2014,Molecular Plant Pathology,62,heterodera,schachtii
Effective transgenic resistance to Globodera pallida in potato field trials,"Urwin, Peter E.; Troth, Kevin M.; Zubko, Elena I.; Atkinson, Howard J.",2001,Molecular Breeding,62,globodera,pallida
Survey for Viruses of Grapevine in Oregon and Washington.,"Martin, R R; Eastwell, K C; Wagner, A; Lamprecht, S; Tzanetakis, I E",2005,Plant Disease,62,xiphinema,americanum
"Green synthesis of silver nanoparticles using latex extract of Euphorbia tirucalli: A novel approach for the management of root knot nematode, Meloidogyne incognita","Kalaiselvi, D.; Mohankumar, A.; Shanmugam, G.; Nivitha, S.; Sundararaj, P.",2019,Crop Protection,62,meloidogyne,incognita
Effective transgenic resistance to Globodera pallida in potato field trials,"Urwin, Peter E.; Troth, Kevin M.; Zubko, Elena I.; Atkinson, Howard J.",2001,Molecular Breeding,62,globodera,pallida
Disease resistance through impairment of ?-SNAPÂNSF interaction and vesicular trafficking by soybean Rhg1,"Bayless, Adam M.; Smith, John M.; Song, Junqi; McMinn, Patrick H.; Teillet, Alice; August, Benjamin K.; Bent, Andrew F.",2016,Proceedings of the National Academy of Sciences of the United States of America,62,heterodera,glycines
Nematodes in dryland field crops in the semiarid pacific northwest United States.,"Smiley, Richard W; Merrifield, Kathy; Patterson, Lisa-Marie; Whittaker, Ruth G; Gourlie, Jennifer A; Easley, Sandra A",2004,Journal of Nematology,62,meloidogyne,naasi
Disease resistance through impairment of ÃÂ±-SNAPÃ¢ÂÂNSF interaction and vesicular trafficking by soybean Rhg1,"Bayless, Adam M.; Smith, John M.; Song, Junqi; McMinn, Patrick H.; Teillet, Alice; August, Benjamin K.; Bent, Andrew F.",2016,Proceedings of the National Academy of Sciences of the United States of America,62,heterodera,glycines
Spectrum of resistance to root-knot nematodes and inheritance of heat-stable resistance in in pepper (Capsicum annuum L.),"Djian-Caporalino, C.; Pijarowski, L.; Januel, A.; Lefebvre, V.; DaubÃÂ¨ze, A.; Palloix, A.; Dalmasso, A.; Abad, P.",1999,Theoretical and Applied Genetics,62,meloidogyne,javanica
Metabolism of plant sterols by nematodes,"Chitwood, David J.; Lusby, William R.",1991,Lipids,62,heterodera,zeae
The reproductive potential of the root-knot nematode Meloidogyne incognita is affected by selection for virulence against major resistance genes from tomato and pepper,"Djian-Caporalino, Caroline; Molinari, Sergio; Palloix, Alain; Ciancio, Aurelio; Fazari, Ariane; Marteu, Nathalie; Ris, Nicolas; Castagnone-Sereno, Philippe",2011,European Journal of Plant Pathology,62,meloidogyne,incognita
Glyceollin I in Soybean-Cyst Nematode Interactions Spatial and Temporal Distribution in Roots of Resistant and Susceptible Soybeans,"Huang, J S; Barker, K R",1991,Plant Physiology,62,heterodera,glycines
"Potassium Fertilization Effects on Cotton Lint Yield, Yield Components, and Reniform Nematode Populations","Pettigrew, W. T.; Meredith, W. R.; Young, L. D.",2005,Agronomy Journal,61,rotylenchulus,reniformis
Measuring yield loss in cereals caused by root lesion nematodes (Pratylenchus neglectus and P. thornei) with and without nematicide,"Taylor, S. P.; Vanstone, V. A.; Ware, A. H.; McKay, A. C.; Szot, D.; Russ, M. H.",1999,Crop and Pasture Science,61,pratylenchus,neglectus
"Pasteuria thornei sp. nov. and Pasteuria penetrans sensu stricto emend., mycelial and endospore-forming bacteria parasitic, respectively, on plant-parasitic nematodes of the genera Pratylenchus and Meloidogyne","Starr, M.P.; Sayre, R.M.",1988,Research in Microbiology,61,meloidogyne,incognita
"Potassium Fertilization Effects on Cotton Lint Yield, Yield Components, and Reniform Nematode Populations","Pettigrew, W. T.; Meredith, W. R.; Young, L. D.",2005,Agronomy Journal,61,rotylenchulus,reniformis
Potential physical and chemical barriers to infection by the burrowing nematode Radopholus similis in roots of susceptible and resistant banana (Musa spp.),"Wuyts, N.; Lognay, G.; Verscheure, M.; Marlier, M.; De Waele, D.; Swennen, R.",2007,Plant Pathology,61,radopholus,similis
Use of Cucumis metuliferus as a Rootstock for Melon to Manage Meloidogyne incognita.,"SigÃÂ¼enza, Concepcion; Schochow, Martin; Turini, Tom; Ploeg, Antoon",2005,Journal of Nematology,61,meloidogyne,incognita
The Companion Cell-Specific Arabidopsis Disaccharide Carrier AtSUC2 Is Expressed in Nematode-Induced Syncytia,"Juergensen, Katja; Scholz-Starke, Joachim; Sauer, Norbert; Hess, Paul; van Bel, Aart J.E.; Grundler, Florian M.W.",2003,Plant Physiology,61,heterodera,schachtii
DensityÃ¢ÂÂDependent HostÃ¢ÂÂPathogen Dynamics in Soil Microcosms,"Jaffee, B.; Phillips, R.; Muldoon, A.; Mangel, M.",1992,Ecology,61,heterodera,schachtii
Selecting Soybean Cultivars for Dual Resistance to Soybean Cyst Nematode and Sudden Death Syndrome Using Two DNA Markers,"Prabhu, R. R.; Njiti, V. N.; Bell?Johnson, B.; Johnson, J. E.; Schmidt, M. E.; Klein, J. H.; Lightfoot, D. A.",1999,Crop Science,61,heterodera,glycines
Soybean Reaction to Races 1 and 2 of Heterodera glycines,"Arelli, Prakash R.; Sleper, David A.; Yue, Pin; Wilcox, John A.",2000,Crop Science,61,heterodera,glycines
RhizobacteriaÃ¢ÂÂmediated Induction of Systemic Resistance (ISR) in Tomato against Meloidogyne javanica,"Siddiqui, I. A.; Shaukat, S. S.",2002,Journal of Phytopathology,61,meloidogyne,javanica
Selecting Soybean Cultivars for Dual Resistance to Soybean Cyst Nematode and Sudden Death Syndrome Using Two DNA Markers,"Prabhu, R. R.; Njiti, V. N.; BellÃ¢ÂÂJohnson, B.; Johnson, J. E.; Schmidt, M. E.; Klein, J. H.; Lightfoot, D. A.",1999,Crop Science,61,heterodera,glycines
Sensitivity of nematode life-history groups to ions and osmotic tensions of nitrogenous solutions.,"Tenuta, Mario; Ferris, Howard",2004,Journal of Nematology,61,meloidogyne,javanica
"Bursaphelenchus chengi sp. n. (Nematoda: Parasitaphelenchidae) isolated at Nanjing, China, in packaging wood from Taiwan","Trinh, Phap Quang; Moens, Maurice; Hongmei, Li; Waeyenberge, Lieven",2008,Nematology,61,bursaphelenchus,rainulfi
Development of a real?time PCR method for the potato?cyst nematode Globodera rostochiensis and the root?knot nematode Meloidogyne incognita,"TOYOTA, Koki; SHIRAKASHI, Tomoaki; Erika, SATO; Satoko, WADA; MIN, Yu Yu",2008,Soil Science & Plant Nutrition,61,globodera,rostochiensis
Inbreeding and population structure of the potato cyst nematode (Globodera pallida) in its native area (Peru),"PICARD, D.; PLANTARD, O.; SCURRAH, M.; MUGNIÃRY, D.",2004,Molecular Ecology,61,globodera,pallida
Nematicidal Activity of the Volatilome of Eruca sativa on Meloidogyne incognita,"Aissani, Nadhem; Urgeghe, Pietro Paolo; Oplos, Chrisostomos; Saba, Marco; Tocco, Graziella; Petretto, Giacomo Luigi; Eloh, Kodjo; Menkissoglu-Spiroudi, Urania; Ntalli, Nikoletta; Caboni, Pierluigi",2015,Journal of Agricultural and Food Chemistry,61,meloidogyne,incognita
Effect of crop rotation on soil population densities of Fusarium solani and Heterodera glycines and on the development of sudden death syndrome of soybean,"Rupe, J.C.; Robbins, R.T.; Gbur, E.E.",1997,Crop Protection,61,heterodera,glycines
Development of a realÃ¢ÂÂtime PCR method for the potatoÃ¢ÂÂcyst nematode Globodera rostochiensis and the rootÃ¢ÂÂknot nematode Meloidogyne incognita,"TOYOTA, Koki; SHIRAKASHI, Tomoaki; Erika, SATO; Satoko, WADA; MIN, Yu Yu",2008,Soil Science & Plant Nutrition,61,globodera,rostochiensis
Effect of Soil Texture and the Clay Component on Migration of Meloidogyne incognita Second-stage Juveniles.,"Prot, J C; Van Gundy, S D",1981,Journal of Nematology,61,meloidogyne,incognita
"A revised polytomous key for the identification of species of the genus Xiphinema Cobb, 1913 (Nematoda: Longidoridae) with exclusion of the X. americanum-group","Loof, P. A. A.; Luc, M.",1990,Systematic Parasitology,61,xiphinema,americanum
Density?Dependent Host?Pathogen Dynamics in Soil Microcosms,"Jaffee, B.; Phillips, R.; Muldoon, A.; Mangel, M.",1992,Ecology,61,heterodera,schachtii
Measuring yield loss in cereals caused by root lesion nematodes (Pratylenchus neglectus and P. thornei) with and without nematicide,"Taylor, S. P.; Vanstone, V. A.; Ware, A. H.; McKay, A. C.; Szot, D.; Russ, M. H.",1999,Crop and Pasture Science,61,pratylenchus,neglectus
"Red food coloring stain: new, safer procedures for staining nematodes in roots and egg masses on root surfaces.","Thies, Judy A; Merrill, Sharon B; Corley, E Luther",2002,Journal of Nematology,61,meloidogyne,incognita
Genetic mapping of a wide spectrum nematode resistance gene (Hero) against Globodera rostochiensis in tomato.,"Ganal, M W; Simon, R; Brommonschenkel, S; Arndt, M; Phillips, M S; Tanksley, S D; Kumar, A",1995,Molecular Plant-Microbe Interactions,61,globodera,rostochiensis
"Novel amide derivatives containing 1,3,4-thiadiazole moiety: Design, synthesis, nematocidal and antibacterial activities","Chen, Jixiang; Yi, Chongfen; Wang, Shaobo; Wu, Sikai; Li, Shaoyuan; Hu, Deyu; Song, Baoan",2019,Bioorganic & Medicinal Chemistry Letters,61,meloidogyne,incognita
Expression of Oryzacystatin I and II in Alfalfa Increases Resistance to the Root-Lesion Nematode.,"Samac, Deborah A; Smigocki, Ann C",2003,Phytopathology,61,pratylenchus,penetrans
The effect of nitrate-nitrogen supply on bacteria and bacterial-feeding fauna in the rhizosphere of different grass species,"Griffiths, B. S.; Welschen, R.; van Arendonk, J. J. C. M.; Lambers, H.",1992,Oecologia,61,pratylenchus,pratensis
Bacillus penetrans n. comb. Causing a virulent disease of plant-parasitic nematodes,"Mankau, R.",1975,Journal of Invertebrate Pathology,61,pratylenchus,scribneri
Rhizobacteria?mediated Induction of Systemic Resistance (ISR) in Tomato against Meloidogyne javanica,"Siddiqui, I. A.; Shaukat, S. S.",2002,Journal of Phytopathology,61,meloidogyne,javanica
Vermicompost increases defense against root-knot nematode (Meloidogyne incognita) in tomato plants,"Xiao, Zhenggao; Liu, Manqiang; Jiang, Linhui; Chen, Xiaoyun; Griffiths, Bryan S.; Li, Huixin; Hu, Feng",2016,Applied Soil Ecology,61,meloidogyne,incognita
Nematicidal Activity of the Volatilome of Eruca sativa on Meloidogyne incognita,"Aissani, Nadhem; Urgeghe, Pietro Paolo; Oplos, Chrisostomos; Saba, Marco; Tocco, Graziella; Petretto, Giacomo Luigi; Eloh, Kodjo; Menkissoglu-Spiroudi, Urania; Ntalli, Nikoletta; Caboni, Pierluigi",2015,Journal of Agricultural and Food Chemistry,61,meloidogyne,incognita
Relationship between root lesion nematodes (Pratylenchus neglectus and P. thornei) and performance of wheat varieties,"Vanstone, V. A.; Rathjen, A. J.; Ware, A. H.; Wheeler, R. D.",1998,Animal Production Science,60,pratylenchus,neglectus
SeedÃ¢ÂÂtransmission in the ecology of nematodeÃ¢ÂÂborne viruses,"MURANT, A. F.; LISTER, R. M.",1967,Annals of Applied Biology,60,longidorus,elongatus
Mitochondrial DNA differences distinguishing Meloidogyne mayaguensis from the major species of tropical root-knot nematodes,"Blok, Vivian; Fargette, Mireille; Wishart, Jane; Phillips, Mark; Berthier, Karine",2002,Nematology,60,meloidogyne,javanica
Detection and Discrimination of Pratylenchus neglectus and P. thornei in DNA Extracts from Soil.,"Yan, Guiping; Smiley, Richard W; Okubara, Patricia A; Skantar, Andrea; Easley, Sandra A; Sheedy, Jason G; Thompson, Alison L",2008,Plant Disease,60,pratylenchus,neglectus
Bioactive Volatiles from an Endophytic Daldinia cf. concentrica Isolate Affect the Viability of the Plant Parasitic Nematode Meloidogyne javanica,"Liarzi, Orna; Bucki, Patricia; Miyara, Sigal Braun; Ezra, David",2016,PLOS ONE,60,meloidogyne,javanica
Nematicidal Activity of Cassia and Cinnamon Oil Compounds and Related Compounds toward Bursaphelenchus xylophilus (Nematoda: Parasitaphelenchidae).,"Kong, Jeong-Ok; Lee, Sang-Myung; Moon, Yil-Seong; Lee, Sang-Gil; Ahn, Young-Joon",2007,Journal of Nematology,60,bursaphelenchus,xylophilus
"The expression of a naturally occurring, truncated allele of an ÃÂ±-SNAP gene suppresses plant parasitic nematode infection","Matsye, Prachi D.; Lawrence, Gary W.; Youssef, Reham M.; Kim, Kyung-Hwan; Lawrence, Katheryn S.; Matthews, Benjamin F.; Klink, Vincent P.",2012,Plant Molecular Biology,60,heterodera,glycines
"Consumption of nematodes by fungivorous mites, Tyrophagus spp. (Acarina: Astigmata: Acaridae)","Walter, D. E.; Hudgens, R. A.; Freckman, D. W.",1986,Oecologia,60,trichodorus,similis
Production of methyl sulfide and dimethyl disulfide from soil-incorporated plant materials and implications for controlling soilborne pathogens,"Wang, D.; Rosen, C.; Kinkel, L.; Cao, A.; Tharayil, N.; Gerik, J.",2009,Plant and Soil,60,tylenchulus,semipenetrans
Production of methyl sulfide and dimethyl disulfide from soil-incorporated plant materials and implications for controlling soilborne pathogens,"Wang, D.; Rosen, C.; Kinkel, L.; Cao, A.; Tharayil, N.; Gerik, J.",2009,Plant and Soil,60,tylenchulus,semipenetrans
Association of coumestanss with tee hypersensitivity of Lima bean roots to Pratylenchus scribneri,"Rich, J.R.; Keen, N.T.; Thomason, I.J.",1977,Physiological and Molecular Plant Pathology,60,pratylenchus,scribneri
Resistance to Botrytis cinerea in Solanum lycopersicoides involves widespread transcriptional reprogramming,"Smith, Jonathon E; Mengesha, Bemnet; Tang, Hua; Mengiste, Tesfaye; Bluhm, Burton H",2014,BMC Genomics,60,aphelenchoides,solani
"The expression of a naturally occurring, truncated allele of an ?-SNAP gene suppresses plant parasitic nematode infection","Matsye, Prachi D.; Lawrence, Gary W.; Youssef, Reham M.; Kim, Kyung-Hwan; Lawrence, Katheryn S.; Matthews, Benjamin F.; Klink, Vincent P.",2012,Plant Molecular Biology,60,heterodera,glycines
Suppression of the root-lesion nematode (Pratylenchus penetrans) in alfalfa (Medicago sativa) by Streptomyces spp.,"Samac, Deborah A.; Kinkel, Linda L.",2001,Plant and Soil,60,pratylenchus,penetrans
Relationship between root lesion nematodes (Pratylenchus neglectus and P. thornei) and performance of wheat varieties,"Vanstone, V. A.; Rathjen, A. J.; Ware, A. H.; Wheeler, R. D.",1998,Animal Production Science,60,pratylenchus,neglectus
Introgression of Resistance to Nematode Rotylenchulus reniformis into Upland Cotton (Gossypium hirsutum) from Gossypium longicalyx,"Robinson, A. F.; Bell, A. A.; Dighe, N. D.; Menz, M. A.; Nichols, R. L.; Stelly, D. M.",2007,Crop Science,60,rotylenchulus,reniformis
Anhydrobiotic coiling of nematodes in soil.,"Demeure, Y; Freckman, D W; Van Gundy, S D",1979,Journal of Nematology,60,scutellonema,brachyurum
"Esteya, a new nematophagous genus from Taiwan, attacking the pinewood nematode (Bursaphelenchus xylophilus)","Liou, J.Y.; Shih, J.Y.; Tzean, S.S.",1999,Fungal Biology,60,bursaphelenchus,xylophilus
Nematicidal and Antifungal Activities of Annonaceous Acetogenins from Annona squamosa against Various Plant Pathogens,"Le Dang, Quang; Kim, Won Ki; Nguyen, Cuong Mai; Choi, Yong Ho; Choi, Gyung Ja; Jang, Kyoung Soo; Park, Myung Soo; Lim, Chi Hwan; Luu, Ngoc Hoang; Kim, Jin-Cheol",2011,Journal of Agricultural and Food Chemistry,60,bursaphelenchus,xylophilus
Bacterial selection for biological control of plant disease: criterion determination and validation,"Mota, Monalize Salete; Gomes, Cesar Bauer; JÃÂºnior, Ismail Teodoro Souza; Moura, AndrÃÂ©a Bittencourt",2016,Brazilian Journal of Microbiology,60,mesocriconema,xenoplax
